Committee,Size,Method,MRA,MRSPB_median,MRSPB_mean
claude_4_5_haiku+gpt_120b_oss+llama_4_maverick_17b_128e_instruct+qwen3_4b_instruct,4,AR,0.8515187849720224,-0.03457234212629896,-0.02797761790567546
claude_4_5_haiku+gpt_120b_oss+llama_4_scout_17b_16e_instruct+qwen3_235b_instruct,4,SR,0.8735011990407674,-0.010991207034372508,-0.011890487609912077
claude_4_5_haiku+gpt_120b_oss+llama_4_scout_17b_16e_instruct+qwen3_235b_instruct,4,AR,0.8531175059952039,-0.03417266187050359,-0.03507194244604316
claude_4_5_haiku+gpt_120b_oss+llama_4_scout_17b_16e_instruct+qwen3_30b_instruct,4,SR,0.8749000799360511,-0.009192645883293365,-0.010391686650679455
claude_4_5_haiku+gpt_120b_oss+llama_4_scout_17b_16e_instruct+qwen3_30b_instruct,4,AR,0.8633093525179856,-0.03497202238209432,-0.03497202238209433
claude_4_5_haiku+gpt_120b_oss+llama_4_scout_17b_16e_instruct+qwen3_4b_instruct,4,SR,0.8652078337330136,-0.008393285371702634,-0.009592326139088727
claude_4_5_haiku+gpt_120b_oss+llama_4_scout_17b_16e_instruct+qwen3_4b_instruct,4,AR,0.843625099920064,-0.033373301358912866,-0.0258792965627498
claude_4_5_haiku+gpt_120b_oss+qwen3_235b_instruct+qwen3_30b_instruct,4,SR,0.8936850519584333,-0.01067146282973621,-0.008573141486810551
claude_4_5_haiku+gpt_120b_oss+qwen3_235b_instruct+qwen3_30b_instruct,4,AR,0.8811950439648282,-0.020503597122302156,-0.021402877697841723
claude_4_5_haiku+gpt_120b_oss+qwen3_235b_instruct+qwen3_4b_instruct,4,SR,0.8861910471622702,-0.006235011990407675,-0.007134292565947243
claude_4_5_haiku+gpt_120b_oss+qwen3_235b_instruct+qwen3_4b_instruct,4,AR,0.8565147881694645,-0.0211031175059952,-0.013009592326139085
claude_4_5_haiku+gpt_120b_oss+qwen3_30b_instruct+qwen3_4b_instruct,4,SR,0.8860911270983214,-0.004556354916067144,-0.004856115107913669
claude_4_5_haiku+gpt_120b_oss+qwen3_30b_instruct+qwen3_4b_instruct,4,AR,0.8671063149480416,-0.018824940047961633,-0.012230215827338133
claude_4_5_haiku+gpt_5+llama_4_maverick_17b_128e_instruct+llama_4_scout_17b_16e_instruct,4,SR,0.8754996003197442,0.0019984012789768177,-0.003996802557953637
claude_4_5_haiku+gpt_5+llama_4_maverick_17b_128e_instruct+llama_4_scout_17b_16e_instruct,4,AR,0.2873701039168665,-0.028577138289368503,-0.028577138289368503
claude_4_5_haiku+gpt_5+llama_4_maverick_17b_128e_instruct+qwen3_235b_instruct,4,SR,0.8966826538768985,-0.017785771382893684,-0.01718625099920064
claude_4_5_haiku+gpt_5+llama_4_maverick_17b_128e_instruct+qwen3_235b_instruct,4,AR,0.2886690647482014,-0.04036770583533173,-0.04036770583533173
claude_4_5_haiku+gpt_5+llama_4_maverick_17b_128e_instruct+qwen3_30b_instruct,4,SR,0.8953836930455635,-0.01498800959232614,-0.015887290167865706
claude_4_5_haiku+gpt_5+llama_4_maverick_17b_128e_instruct+qwen3_30b_instruct,4,AR,0.2916666666666667,-0.04236610711430855,-0.04236610711430855
claude_4_5_haiku+gpt_5+llama_4_maverick_17b_128e_instruct+qwen3_4b_instruct,4,SR,0.8902877697841727,-0.012190247801758602,-0.015487609912070351
claude_4_5_haiku+gpt_5+llama_4_maverick_17b_128e_instruct+qwen3_4b_instruct,4,AR,0.2888689048760991,-0.040767386091127095,-0.030275779376498797
claude_4_5_haiku+gpt_5+llama_4_scout_17b_16e_instruct+qwen3_235b_instruct,4,SR,0.876298960831335,-0.012789768185451631,-0.01488808952837729
claude_4_5_haiku+gpt_5+llama_4_scout_17b_16e_instruct+qwen3_235b_instruct,4,AR,0.2869704236610711,-0.040767386091127095,-0.040767386091127095
claude_4_5_haiku+gpt_5+llama_4_scout_17b_16e_instruct+qwen3_30b_instruct,4,SR,0.8778976818545163,-0.008992805755395676,-0.013189448441246995
claude_4_5_haiku+gpt_5+llama_4_scout_17b_16e_instruct+qwen3_30b_instruct,4,AR,0.28916866506794564,-0.04276578737010392,-0.04276578737010392
claude_4_5_haiku+gpt_5+llama_4_scout_17b_16e_instruct+qwen3_4b_instruct,4,SR,0.8676059152677857,-0.005795363709032764,-0.011790567545963221
claude_4_5_haiku+gpt_5+llama_4_scout_17b_16e_instruct+qwen3_4b_instruct,4,AR,0.28707034372502,-0.04156674660271783,-0.029876099120703437
claude_4_5_haiku+gpt_5+qwen3_235b_instruct+qwen3_30b_instruct,4,SR,0.896982414068745,-0.012949640287769786,-0.01354916067146283
claude_4_5_haiku+gpt_5+qwen3_235b_instruct+qwen3_30b_instruct,4,AR,0.2915667466027178,-0.024940047961630695,-0.024940047961630695
claude_4_5_haiku+gpt_5+qwen3_235b_instruct+qwen3_4b_instruct,4,SR,0.8894884092725819,-0.010431654676258994,-0.012529976019184652
claude_4_5_haiku+gpt_5+qwen3_235b_instruct+qwen3_4b_instruct,4,AR,0.28896882494004794,-0.023980815347721823,-0.012589928057553955
claude_4_5_haiku+gpt_5+qwen3_30b_instruct+qwen3_4b_instruct,4,SR,0.8887889688249401,-0.006714628297362104,-0.010311750599520378
claude_4_5_haiku+gpt_5+qwen3_30b_instruct+qwen3_4b_instruct,4,AR,0.29106714628297364,-0.025179856115107913,-0.013788968824940049
claude_4_5_haiku+llama_4_maverick_17b_128e_instruct+llama_4_scout_17b_16e_instruct+qwen3_235b_instruct,4,SR,0.8614108713029577,-0.00467625899280575,-0.005575539568345318
claude_4_5_haiku+llama_4_maverick_17b_128e_instruct+llama_4_scout_17b_16e_instruct+qwen3_235b_instruct,4,AR,0.8484212629896083,-0.008752997601918465,-0.009652278177458033
claude_4_5_haiku+llama_4_maverick_17b_128e_instruct+llama_4_scout_17b_16e_instruct+qwen3_30b_instruct,4,SR,0.8578137490007993,-0.007913669064748202,-0.009112709832134294
claude_4_5_haiku+llama_4_maverick_17b_128e_instruct+llama_4_scout_17b_16e_instruct+qwen3_30b_instruct,4,AR,0.8532174260591526,-0.011151079136690643,-0.011450839328537167
claude_4_5_haiku+llama_4_maverick_17b_128e_instruct+llama_4_scout_17b_16e_instruct+qwen3_4b_instruct,4,SR,0.8487210231814548,-0.008153477218225423,-0.009352517985611517
claude_4_5_haiku+llama_4_maverick_17b_128e_instruct+llama_4_scout_17b_16e_instruct+qwen3_4b_instruct,4,AR,0.8349320543565147,-0.007673860911270994,-0.009172661870503607
claude_4_5_haiku+llama_4_maverick_17b_128e_instruct+qwen3_235b_instruct+qwen3_30b_instruct,4,SR,0.8767985611510791,-0.007913669064748215,-0.007014388489208646
claude_4_5_haiku+llama_4_maverick_17b_128e_instruct+qwen3_235b_instruct+qwen3_30b_instruct,4,AR,0.8704036770583533,-0.012709832134292571,-0.012410071942446048
claude_4_5_haiku+llama_4_maverick_17b_128e_instruct+qwen3_235b_instruct+qwen3_4b_instruct,4,SR,0.8719024780175859,-0.0039568345323740955,-0.006055155875299754
claude_4_5_haiku+llama_4_maverick_17b_128e_instruct+qwen3_235b_instruct+qwen3_4b_instruct,4,AR,0.8497202238209433,-0.008872901678657081,-0.010071942446043172
claude_4_5_haiku+llama_4_maverick_17b_128e_instruct+qwen3_30b_instruct+qwen3_4b_instruct,4,SR,0.8711031175059952,-0.00551558752997602,-0.007913669064748205
claude_4_5_haiku+llama_4_maverick_17b_128e_instruct+qwen3_30b_instruct+qwen3_4b_instruct,4,AR,0.8538169464428457,-0.012110311750599526,-0.012110311750599524
claude_4_5_haiku+llama_4_scout_17b_16e_instruct+qwen3_235b_instruct+qwen3_30b_instruct,4,SR,0.8635091926458833,-0.0011990407673860837,-0.000899280575539561
claude_4_5_haiku+llama_4_scout_17b_16e_instruct+qwen3_235b_instruct+qwen3_30b_instruct,4,AR,0.8616107114308553,-0.0039568345323740955,-0.005155875299760186
claude_4_5_haiku+llama_4_scout_17b_16e_instruct+qwen3_235b_instruct+qwen3_4b_instruct,4,SR,0.8527178257394085,0.0011990407673860906,-0.0002997601918465244
claude_4_5_haiku+llama_4_scout_17b_16e_instruct+qwen3_235b_instruct+qwen3_4b_instruct,4,AR,0.8440247801758594,-0.0013189448441246962,-0.004016786570743402
claude_4_5_haiku+llama_4_scout_17b_16e_instruct+qwen3_30b_instruct+qwen3_4b_instruct,4,SR,0.8537170263788969,-0.0031175059952038425,-0.00491606714628298
claude_4_5_haiku+llama_4_scout_17b_16e_instruct+qwen3_30b_instruct+qwen3_4b_instruct,4,AR,0.846722621902478,-0.004556354916067144,-0.00425659472422062
claude_4_5_haiku+qwen3_235b_instruct+qwen3_30b_instruct+qwen3_4b_instruct,4,SR,0.8747002398081535,0.007108598835217542,0.005909558067831448
claude_4_5_haiku+qwen3_235b_instruct+qwen3_30b_instruct+qwen3_4b_instruct,4,AR,0.8648081534772182,0.005310037684138402,0.002012675573826648
claude_4_5_sonnet+gemma_3_12b_it+gemma_3_27b_it+gemma_3_4b_it,4,SR,0.8946842525979216,0.033230558410414536,0.031431997259335404
claude_4_5_sonnet+gemma_3_12b_it+gemma_3_27b_it+gemma_3_4b_it,4,AR,0.8948840927258194,0.035371702637889677,0.033273381294964016
claude_4_5_sonnet+gemma_3_12b_it+gemma_3_27b_it+gpt_120b_oss,4,SR,0.9148681055155875,0.002278177458033572,0.004676258992805753
claude_4_5_sonnet+gemma_3_12b_it+gemma_3_27b_it+gpt_120b_oss,4,AR,0.8994804156674661,0.004196642685851321,0.013489208633093525
claude_4_5_sonnet+gemma_3_12b_it+gemma_3_27b_it+gpt_5,4,SR,0.9184652278177458,-0.005635491606714628,-0.002937649880095922
claude_4_5_sonnet+gemma_3_12b_it+gemma_3_27b_it+gpt_5,4,AR,0.2961630695443645,-0.003117505995203837,0.01247002398081535
claude_4_5_sonnet+gemma_3_12b_it+gemma_3_27b_it+llama_4_maverick_17b_128e_instruct,4,SR,0.8874900079936051,0.014148681055155876,0.013848920863309352
claude_4_5_sonnet+gemma_3_12b_it+gemma_3_27b_it+llama_4_maverick_17b_128e_instruct,4,AR,0.8765987210231815,0.01642685851318945,0.015527577937649879
claude_4_5_sonnet+gemma_3_12b_it+gemma_3_27b_it+llama_4_scout_17b_16e_instruct,4,SR,0.8740007993605116,0.01750599520383693,0.01600719424460431
claude_4_5_sonnet+gemma_3_12b_it+gemma_3_27b_it+llama_4_scout_17b_16e_instruct,4,AR,0.8605115907274181,0.02661870503597122,0.02062350119904076
claude_4_5_sonnet+gemma_3_12b_it+gemma_3_27b_it+qwen3_235b_instruct,4,SR,0.8923860911270983,0.01408872901678657,0.01528776978417266
claude_4_5_sonnet+gemma_3_12b_it+gemma_3_27b_it+qwen3_235b_instruct,4,AR,0.8872901678657075,0.018585131894484408,0.018884892086330932
claude_4_5_sonnet+gemma_3_12b_it+gemma_3_27b_it+qwen3_30b_instruct,4,SR,0.8866906474820144,0.02697841726618705,0.023381294964028777
claude_4_5_sonnet+gemma_3_12b_it+gemma_3_27b_it+qwen3_30b_instruct,4,AR,0.8939848121502798,0.03327338129496403,0.026378896882494004
claude_4_5_sonnet+gemma_3_12b_it+gemma_3_27b_it+qwen3_4b_instruct,4,SR,0.8842925659472423,0.026378896882494007,0.021882494004796166
claude_4_5_sonnet+gemma_3_12b_it+gemma_3_27b_it+qwen3_4b_instruct,4,AR,0.8689048760991207,0.03537170263788969,0.02817745803357314
claude_4_5_sonnet+gemma_3_12b_it+gemma_3_4b_it+gpt_120b_oss,4,SR,0.91896482813749,0.0014388489208633157,0.005035971223021586
claude_4_5_sonnet+gemma_3_12b_it+gemma_3_4b_it+gpt_120b_oss,4,AR,0.9012789768185452,0.006235011990407675,0.017026378896882494
claude_4_5_sonnet+gemma_3_12b_it+gemma_3_4b_it+gpt_5,4,SR,0.9219624300559552,-0.006474820143884898,-0.003177458033573147
claude_4_5_sonnet+gemma_3_12b_it+gemma_3_4b_it+gpt_5,4,AR,0.2965627498001599,-0.003117505995203837,0.015767386091127097
claude_4_5_sonnet+gemma_3_12b_it+gemma_3_4b_it+llama_4_maverick_17b_128e_instruct,4,SR,0.8895883293365308,0.015107913669064763,0.02020383693045565
claude_4_5_sonnet+gemma_3_12b_it+gemma_3_4b_it+llama_4_maverick_17b_128e_instruct,4,AR,0.8769984012789768,0.018465227817745795,0.025059952038369297
claude_4_5_sonnet+gemma_3_12b_it+gemma_3_4b_it+llama_4_scout_17b_16e_instruct,4,SR,0.876298960831335,0.020503597122302167,0.02320143884892087
claude_4_5_sonnet+gemma_3_12b_it+gemma_3_4b_it+llama_4_scout_17b_16e_instruct,4,AR,0.8608113509192646,0.028417266187050365,0.029616306954436455
claude_4_5_sonnet+gemma_3_12b_it+gemma_3_4b_it+qwen3_235b_instruct,4,SR,0.894484412470024,0.014388489208633094,0.01738609112709832
claude_4_5_sonnet+gemma_3_12b_it+gemma_3_4b_it+qwen3_235b_instruct,4,AR,0.8889888089528377,0.01798561151079137,0.021582733812949645
claude_4_5_sonnet+gemma_3_12b_it+gemma_3_4b_it+qwen3_30b_instruct,4,SR,0.8878896882494005,0.028477218225419675,0.031175059952038384
claude_4_5_sonnet+gemma_3_12b_it+gemma_3_4b_it+qwen3_30b_instruct,4,AR,0.8943844924060751,0.03477218225419664,0.03597122302158273
claude_4_5_sonnet+gemma_3_12b_it+gemma_3_4b_it+qwen3_4b_instruct,4,SR,0.8847921662669864,0.02727817745803357,0.026978417266187046
claude_4_5_sonnet+gemma_3_12b_it+gemma_3_4b_it+qwen3_4b_instruct,4,AR,0.8695043964828137,0.03447242206235013,0.03447242206235012
claude_4_5_sonnet+gemma_3_12b_it+gpt_120b_oss+gpt_5,4,SR,0.9102717825739408,-0.002158273381294964,-0.0018585131894484413
claude_4_5_sonnet+gemma_3_12b_it+gpt_120b_oss+gpt_5,4,AR,0.2947641886490807,-0.0028776978417266188,-0.0028776978417266188
claude_4_5_sonnet+gemma_3_12b_it+gpt_120b_oss+llama_4_maverick_17b_128e_instruct,4,SR,0.9048760991207034,-0.0031974420463629152,-0.0031974420463629135
claude_4_5_sonnet+gemma_3_12b_it+gpt_120b_oss+llama_4_maverick_17b_128e_instruct,4,AR,0.8758992805755396,0.0003996802557953618,0.0009992006394884067
claude_4_5_sonnet+gemma_3_12b_it+gpt_120b_oss+llama_4_scout_17b_16e_instruct,4,SR,0.887589928057554,0.002597921662669863,0.0004996003197442062
claude_4_5_sonnet+gemma_3_12b_it+gpt_120b_oss+llama_4_scout_17b_16e_instruct,4,AR,0.8614108713029577,-0.00019984012789768003,0.00039968025579536527
claude_4_5_sonnet+gemma_3_12b_it+gpt_120b_oss+qwen3_235b_instruct,4,SR,0.9028776978417267,0.0005995203836930453,0.0002997601918465218
claude_4_5_sonnet+gemma_3_12b_it+gpt_120b_oss+qwen3_235b_instruct,4,AR,0.8796962430055956,-8.673617379884035e-19,0.000899280575539568
claude_4_5_sonnet+gemma_3_12b_it+gpt_120b_oss+qwen3_30b_instruct,4,SR,0.9037769784172662,0.005395683453237408,0.003297362110311749
claude_4_5_sonnet+gemma_3_12b_it+gpt_120b_oss+qwen3_30b_instruct,4,AR,0.8946842525979216,0.005395683453237411,0.005695443645083933
claude_4_5_sonnet+gemma_3_12b_it+gpt_120b_oss+qwen3_4b_instruct,4,SR,0.8974820143884892,0.010791366906474826,0.00809352517985612
claude_4_5_sonnet+gemma_3_12b_it+gpt_120b_oss+qwen3_4b_instruct,4,AR,0.8651079136690647,0.005995203836930455,0.005095923261390887
claude_4_5_sonnet+gemma_3_12b_it+gpt_5+llama_4_maverick_17b_128e_instruct,4,SR,0.9098721023181455,-0.008992805755395681,-0.008693045563549159
claude_4_5_sonnet+gemma_3_12b_it+gpt_5+llama_4_maverick_17b_128e_instruct,4,AR,0.29186650679456433,-0.004796163069544365,-0.004796163069544365
claude_4_5_sonnet+gemma_3_12b_it+gpt_5+llama_4_scout_17b_16e_instruct,4,SR,0.8906874500399681,-0.0019984012789768194,-0.0043964828137490015
claude_4_5_sonnet+gemma_3_12b_it+gpt_5+llama_4_scout_17b_16e_instruct,4,AR,0.2897681854516387,-0.005195843325339729,-0.005195843325339729
claude_4_5_sonnet+gemma_3_12b_it+gpt_5+qwen3_235b_instruct,4,SR,0.9060751398880895,-0.005995203836930451,-0.005995203836930452
claude_4_5_sonnet+gemma_3_12b_it+gpt_5+qwen3_235b_instruct,4,AR,0.29136690647482016,0.0,0.0
claude_4_5_sonnet+gemma_3_12b_it+gpt_5+qwen3_30b_instruct,4,SR,0.9067745803357314,-0.00239808153477219,-0.0029976019184652335
claude_4_5_sonnet+gemma_3_12b_it+gpt_5+qwen3_30b_instruct,4,AR,0.29506394884092724,0.0,0.0
claude_4_5_sonnet+gemma_3_12b_it+gpt_5+qwen3_4b_instruct,4,SR,0.9011790567545963,0.0011990407673860923,0.00029976019184652525
claude_4_5_sonnet+gemma_3_12b_it+gpt_5+qwen3_4b_instruct,4,AR,0.2903677058353317,0.0,0.0038968824940047962
claude_4_5_sonnet+gemma_3_12b_it+llama_4_maverick_17b_128e_instruct+llama_4_scout_17b_16e_instruct,4,SR,0.8665067945643485,0.005395683453237411,0.00929256594724221
claude_4_5_sonnet+gemma_3_12b_it+llama_4_maverick_17b_128e_instruct+llama_4_scout_17b_16e_instruct,4,AR,0.8497202238209433,0.01282973621103118,0.013429256594724225
claude_4_5_sonnet+gemma_3_12b_it+llama_4_maverick_17b_128e_instruct+qwen3_235b_instruct,4,SR,0.8846922462030375,0.0077937649880095924,0.009892086330935253
claude_4_5_sonnet+gemma_3_12b_it+llama_4_maverick_17b_128e_instruct+qwen3_235b_instruct,4,AR,0.8693045563549161,0.008393285371702634,0.01229016786570743
claude_4_5_sonnet+gemma_3_12b_it+llama_4_maverick_17b_128e_instruct+qwen3_30b_instruct,4,SR,0.878796962430056,0.011390887290167868,0.014688249400479617
claude_4_5_sonnet+gemma_3_12b_it+llama_4_maverick_17b_128e_instruct+qwen3_30b_instruct,4,AR,0.8750999200639489,0.014388489208633094,0.017086330935251796
claude_4_5_sonnet+gemma_3_12b_it+llama_4_maverick_17b_128e_instruct+qwen3_4b_instruct,4,SR,0.8791966426858513,0.013189448441247004,0.01498800959232614
claude_4_5_sonnet+gemma_3_12b_it+llama_4_maverick_17b_128e_instruct+qwen3_4b_instruct,4,AR,0.8524180655475619,0.016187050359712227,0.019484412470023978
claude_4_5_sonnet+gemma_3_12b_it+llama_4_scout_17b_16e_instruct+qwen3_235b_instruct,4,SR,0.8715027977617905,0.01678657074340528,0.015287769784172666
claude_4_5_sonnet+gemma_3_12b_it+llama_4_scout_17b_16e_instruct+qwen3_235b_instruct,4,AR,0.8582134292565947,0.019784172661870502,0.021282973621103114
claude_4_5_sonnet+gemma_3_12b_it+llama_4_scout_17b_16e_instruct+qwen3_30b_instruct,4,SR,0.8693045563549161,0.022182254196642687,0.021582733812949645
claude_4_5_sonnet+gemma_3_12b_it+llama_4_scout_17b_16e_instruct+qwen3_30b_instruct,4,AR,0.8619104716227018,0.029976019184652272,0.029076738609112703
claude_4_5_sonnet+gemma_3_12b_it+llama_4_scout_17b_16e_instruct+qwen3_4b_instruct,4,SR,0.8601119104716227,0.01978417266187051,0.01798561151079137
claude_4_5_sonnet+gemma_3_12b_it+llama_4_scout_17b_16e_instruct+qwen3_4b_instruct,4,AR,0.8439248601119105,0.02757793764988009,0.02667865707434052
claude_4_5_sonnet+gemma_3_12b_it+qwen3_235b_instruct+qwen3_30b_instruct,4,SR,0.884392486011191,0.013189448441246997,0.01378896882494004
claude_4_5_sonnet+gemma_3_12b_it+qwen3_235b_instruct+qwen3_30b_instruct,4,AR,0.8865907274180655,0.01408872901678657,0.013489208633093526
claude_4_5_sonnet+gemma_3_12b_it+qwen3_235b_instruct+qwen3_4b_instruct,4,SR,0.8819944044764189,0.012290167865707441,0.010791366906474828
claude_4_5_sonnet+gemma_3_12b_it+qwen3_235b_instruct+qwen3_4b_instruct,4,AR,0.8632094324540368,0.014988009592326136,0.014988009592326138
claude_4_5_sonnet+gemma_3_12b_it+qwen3_30b_instruct+qwen3_4b_instruct,4,SR,0.8786970423661071,0.02098321342925659,0.017086330935251793
claude_4_5_sonnet+gemma_3_12b_it+qwen3_30b_instruct+qwen3_4b_instruct,4,AR,0.8682054356514788,0.02607913669064748,0.022482014388489208
claude_4_5_sonnet+gemma_3_27b_it+gemma_3_4b_it+gpt_120b_oss,4,SR,0.923960831334932,0.01019184652278177,0.010491606714628295
claude_4_5_sonnet+gemma_3_27b_it+gemma_3_4b_it+gpt_120b_oss,4,AR,0.9017785771382894,0.024820143884892086,0.026618705035971225
claude_4_5_sonnet+gemma_3_27b_it+gemma_3_4b_it+gpt_5,4,SR,0.9273581135091926,0.0035971223021582753,0.0017985611510791403
claude_4_5_sonnet+gemma_3_27b_it+gemma_3_4b_it+gpt_5,4,AR,0.2962629896083134,0.028057553956834534,0.031354916067146285
claude_4_5_sonnet+gemma_3_27b_it+gemma_3_4b_it+llama_4_maverick_17b_128e_instruct,4,SR,0.8927857713828937,0.016906474820143895,0.022601918465227827
claude_4_5_sonnet+gemma_3_27b_it+gemma_3_4b_it+llama_4_maverick_17b_128e_instruct,4,AR,0.878197442046363,0.021582733812949638,0.026678657074340528
claude_4_5_sonnet+gemma_3_27b_it+gemma_3_4b_it+llama_4_scout_17b_16e_instruct,4,SR,0.8766986410871302,0.024460431654676262,0.025959232613908877
claude_4_5_sonnet+gemma_3_27b_it+gemma_3_4b_it+llama_4_scout_17b_16e_instruct,4,AR,0.8600119904076738,0.03129496402877698,0.0315947242206235
claude_4_5_sonnet+gemma_3_27b_it+gemma_3_4b_it+qwen3_235b_instruct,4,SR,0.8972821742605915,0.021582733812949645,0.02158273381294964
claude_4_5_sonnet+gemma_3_27b_it+gemma_3_4b_it+qwen3_235b_instruct,4,AR,0.8887889688249401,0.02398081534772182,0.024580335731414868
claude_4_5_sonnet+gemma_3_27b_it+gemma_3_4b_it+qwen3_30b_instruct,4,SR,0.8892885691446842,0.03207434052757793,0.033573141486810544
claude_4_5_sonnet+gemma_3_27b_it+gemma_3_4b_it+qwen3_30b_instruct,4,AR,0.8951838529176659,0.03537170263788969,0.03717026378896883
claude_4_5_sonnet+gemma_3_27b_it+gemma_3_4b_it+qwen3_4b_instruct,4,SR,0.8867905675459632,0.03147482014388489,0.029976019184652276
claude_4_5_sonnet+gemma_3_27b_it+gemma_3_4b_it+qwen3_4b_instruct,4,AR,0.8702038369304557,0.034472422062350114,0.034472422062350114
claude_4_5_sonnet+gemma_3_27b_it+gpt_120b_oss+gpt_5,4,SR,0.9167665867306155,-0.0009592326139088734,0.001139088729016786
claude_4_5_sonnet+gemma_3_27b_it+gpt_120b_oss+gpt_5,4,AR,0.2946642685851319,-0.0028776978417266188,0.003717026378896883
claude_4_5_sonnet+gemma_3_27b_it+gpt_120b_oss+llama_4_maverick_17b_128e_instruct,4,SR,0.9094724220623501,-0.003996802557953635,0.0004996003197442079
claude_4_5_sonnet+gemma_3_27b_it+gpt_120b_oss+llama_4_maverick_17b_128e_instruct,4,AR,0.8782973621103117,-0.00019984012789768524,0.01029176658673061
claude_4_5_sonnet+gemma_3_27b_it+gpt_120b_oss+llama_4_scout_17b_16e_instruct,4,SR,0.8904876099120703,0.0013988808952837724,0.004096722621902478
claude_4_5_sonnet+gemma_3_27b_it+gpt_120b_oss+llama_4_scout_17b_16e_instruct,4,AR,0.8632094324540368,-0.0007993605115907271,0.010291766586730615
claude_4_5_sonnet+gemma_3_27b_it+gpt_120b_oss+qwen3_235b_instruct,4,SR,0.9074740207833732,0.0005995203836930453,0.005695443645083934
claude_4_5_sonnet+gemma_3_27b_it+gpt_120b_oss+qwen3_235b_instruct,4,AR,0.8813948840927258,0.0005995203836930453,0.011390887290167866
claude_4_5_sonnet+gemma_3_27b_it+gpt_120b_oss+qwen3_30b_instruct,4,SR,0.9069744204636291,0.005995203836930453,0.008693045563549159
claude_4_5_sonnet+gemma_3_27b_it+gpt_120b_oss+qwen3_30b_instruct,4,AR,0.8968824940047961,0.004796163069544364,0.014988009592326138
claude_4_5_sonnet+gemma_3_27b_it+gpt_120b_oss+qwen3_4b_instruct,4,SR,0.8998800959232613,0.010791366906474826,0.012290167865707437
claude_4_5_sonnet+gemma_3_27b_it+gpt_120b_oss+qwen3_4b_instruct,4,AR,0.8660071942446043,0.0053956834532374095,0.014688249400479615
claude_4_5_sonnet+gemma_3_27b_it+gpt_5+llama_4_maverick_17b_128e_instruct,4,SR,0.9143685051958433,-0.00819344524380496,-0.004296562749800164
claude_4_5_sonnet+gemma_3_27b_it+gpt_5+llama_4_maverick_17b_128e_instruct,4,AR,0.2919664268585132,-0.004796163069544365,0.0104916067146283
claude_4_5_sonnet+gemma_3_27b_it+gpt_5+llama_4_scout_17b_16e_instruct,4,SR,0.8935851318944844,0.000399680255795367,9.992006394884262e-05
claude_4_5_sonnet+gemma_3_27b_it+gpt_5+llama_4_scout_17b_16e_instruct,4,AR,0.28966826538768986,-0.005195843325339729,0.010091926458832936
claude_4_5_sonnet+gemma_3_27b_it+gpt_5+qwen3_235b_instruct,4,SR,0.9106714628297362,-0.005395683453237413,-0.0017985611510791403
claude_4_5_sonnet+gemma_3_27b_it+gpt_5+qwen3_235b_instruct,4,AR,0.2912669864108713,0.0,0.014688249400479617
claude_4_5_sonnet+gemma_3_27b_it+gpt_5+qwen3_30b_instruct,4,SR,0.9097721822541966,3.469446951953614e-18,0.0011990407673860932
claude_4_5_sonnet+gemma_3_27b_it+gpt_5+qwen3_30b_instruct,4,AR,0.2951638689048761,0.0,0.015287769784172662
claude_4_5_sonnet+gemma_3_27b_it+gpt_5+qwen3_4b_instruct,4,SR,0.9031774580335732,0.004796163069544366,0.0044964028776978415
claude_4_5_sonnet+gemma_3_27b_it+gpt_5+qwen3_4b_instruct,4,AR,0.2898681055155875,0.0077937649880095924,0.019184652278177457
claude_4_5_sonnet+gemma_3_27b_it+llama_4_maverick_17b_128e_instruct+llama_4_scout_17b_16e_instruct,4,SR,0.8687050359712231,0.0058752997601918405,0.01007194244604316
claude_4_5_sonnet+gemma_3_27b_it+llama_4_maverick_17b_128e_instruct+llama_4_scout_17b_16e_instruct,4,AR,0.8513189448441247,0.014268585131894485,0.01786570743405276
claude_4_5_sonnet+gemma_3_27b_it+llama_4_maverick_17b_128e_instruct+qwen3_235b_instruct,4,SR,0.885691446842526,0.008393285371702645,0.014088729016786577
claude_4_5_sonnet+gemma_3_27b_it+llama_4_maverick_17b_128e_instruct+qwen3_235b_instruct,4,AR,0.8707034372501998,0.00899280575539568,0.015887290167865706
claude_4_5_sonnet+gemma_3_27b_it+llama_4_maverick_17b_128e_instruct+qwen3_30b_instruct,4,SR,0.8810951239008793,0.013788968824940049,0.01948441247002398
claude_4_5_sonnet+gemma_3_27b_it+llama_4_maverick_17b_128e_instruct+qwen3_30b_instruct,4,AR,0.8775979216626698,0.016786570743405275,0.022182254196642687
claude_4_5_sonnet+gemma_3_27b_it+llama_4_maverick_17b_128e_instruct+qwen3_4b_instruct,4,SR,0.8809952038369304,0.01199040767386091,0.016786570743405275
claude_4_5_sonnet+gemma_3_27b_it+llama_4_maverick_17b_128e_instruct+qwen3_4b_instruct,4,AR,0.8537170263788969,0.018585131894484408,0.02488009592326139
claude_4_5_sonnet+gemma_3_27b_it+llama_4_scout_17b_16e_instruct+qwen3_235b_instruct,4,SR,0.8734012789768185,0.018585131894484415,0.020083932853717026
claude_4_5_sonnet+gemma_3_27b_it+llama_4_scout_17b_16e_instruct+qwen3_235b_instruct,4,AR,0.8596123101518784,0.02158273381294964,0.026079136690647486
claude_4_5_sonnet+gemma_3_27b_it+llama_4_scout_17b_16e_instruct+qwen3_30b_instruct,4,SR,0.8720023980815348,0.023381294964028777,0.02488009592326139
