committee,n_members,n_eval_judges,MPA,MRD,MSD
gemma_3_12b_it+llama_4_maverick_17b_128e_instruct+qwen3_235b_instruct,3,9,0.9478114478114479,0.5185185185185185,-0.08274382089618855
gemma_3_12b_it+llama_4_maverick_17b_128e_instruct+qwen3_30b_instruct,3,9,0.9511784511784513,0.48148148148148145,-0.11280278143699402
gemma_3_12b_it+llama_4_maverick_17b_128e_instruct+qwen3_4b_instruct,3,9,0.9478114478114479,0.5185185185185186,-0.09431362235066164
gemma_3_12b_it+llama_4_scout_17b_16e_instruct+qwen3_235b_instruct,3,9,0.9494949494949496,0.4999999999999999,-0.05823962188635337
gemma_3_12b_it+llama_4_scout_17b_16e_instruct+qwen3_30b_instruct,3,9,0.9326599326599327,0.7037037037037037,-0.10455719114129301
gemma_3_12b_it+llama_4_scout_17b_16e_instruct+qwen3_4b_instruct,3,9,0.9410774410774412,0.5925925925925926,-0.0956174630769317
gemma_3_12b_it+qwen3_235b_instruct+qwen3_30b_instruct,3,9,0.9478114478114479,0.5185185185185185,-0.08986344964181243
gemma_3_12b_it+qwen3_235b_instruct+qwen3_4b_instruct,3,9,0.9444444444444444,0.5555555555555555,-0.0680256810182563
gemma_3_12b_it+qwen3_30b_instruct+qwen3_4b_instruct,3,9,0.9427609427609429,0.574074074074074,-0.11306449700287897
gemma_3_27b_it+gemma_3_4b_it+gpt_120b_oss,3,9,0.8838383838383838,1.1296296296296295,-0.08909384881278208
gemma_3_27b_it+gemma_3_4b_it+gpt_5,3,9,0.8922558922558923,1.0555555555555556,-0.08297946283867866
gemma_3_27b_it+gemma_3_4b_it+llama_4_maverick_17b_128e_instruct,3,9,0.8787878787878788,1.1851851851851851,-0.14194834617999103
gemma_3_27b_it+gemma_3_4b_it+llama_4_scout_17b_16e_instruct,3,9,0.8989898989898989,1.0925925925925926,-0.12849038090016113
gemma_3_27b_it+gemma_3_4b_it+qwen3_235b_instruct,3,9,0.882154882154882,1.148148148148148,-0.1208127804430183
gemma_3_27b_it+gemma_3_4b_it+qwen3_30b_instruct,3,9,0.8787878787878788,1.1666666666666667,-0.14558173799314847
gemma_3_27b_it+gemma_3_4b_it+qwen3_4b_instruct,3,9,0.882154882154882,1.148148148148148,-0.13488177190040818
gemma_3_27b_it+gpt_120b_oss+gpt_5,3,9,0.9562289562289562,0.4444444444444444,0.07778194062191063
gemma_3_27b_it+gpt_120b_oss+llama_4_maverick_17b_128e_instruct,3,9,0.9410774410774412,0.5925925925925926,-0.06573913064048277
gemma_3_27b_it+gpt_120b_oss+llama_4_scout_17b_16e_instruct,3,9,0.9427609427609427,0.574074074074074,-0.0477497418438173
