committee,n_members,MSD-SP,MSD-FSP
gemma_3_27b_it+gemma_3_4b_it+qwen3_235b_instruct,3,0.015676011625035412,0.011087335233500053
gemma_3_27b_it+gemma_3_4b_it+qwen3_30b_instruct,3,0.017807546642959637,0.010319829605704914
gemma_3_27b_it+gemma_3_4b_it+qwen3_4b_instruct,3,0.018296298643505342,0.010771674218036792
gemma_3_27b_it+gpt_120b_oss+gpt_5,3,0.01868321332156983,0.01452266108819997
gemma_3_27b_it+gpt_120b_oss+llama_4_maverick_17b_128e_instruct,3,0.025347242350423318,0.017479132349855757
gemma_3_27b_it+gpt_120b_oss+llama_4_scout_17b_16e_instruct,3,0.0216089902288208,0.01441987710291324
gemma_3_27b_it+gpt_120b_oss+qwen3_235b_instruct,3,0.024141927775651707,0.016373059669385917
gemma_3_27b_it+gpt_120b_oss+qwen3_30b_instruct,3,0.020738638982128584,0.013647244486462056
gemma_3_27b_it+gpt_120b_oss+qwen3_4b_instruct,3,0.01932294156828621,0.012956284931684086
gemma_3_27b_it+gpt_5+llama_4_maverick_17b_128e_instruct,3,0.016464877184093164,0.013151434932072215
gemma_3_27b_it+gpt_5+llama_4_scout_17b_16e_instruct,3,0.013373443993292508,0.010125433839463762
gemma_3_27b_it+gpt_5+qwen3_235b_instruct,3,0.017603342561254086,0.012957285793322414
gemma_3_27b_it+gpt_5+qwen3_30b_instruct,3,0.012464535974826494,0.00966752708924465
gemma_3_27b_it+gpt_5+qwen3_4b_instruct,3,0.011128942471614826,0.009078379022766191
gemma_3_27b_it+llama_4_maverick_17b_128e_instruct+llama_4_scout_17b_16e_instruct,3,0.02673927269925282,0.019865471579867722
gemma_3_27b_it+llama_4_maverick_17b_128e_instruct+qwen3_235b_instruct,3,0.02411385338008362,0.017498198492060336
gemma_3_27b_it+llama_4_maverick_17b_128e_instruct+qwen3_30b_instruct,3,0.027389799647867665,0.0203057922926924
gemma_3_27b_it+llama_4_maverick_17b_128e_instruct+qwen3_4b_instruct,3,0.029618925464355503,0.02322274539339
gemma_3_27b_it+llama_4_scout_17b_16e_instruct+qwen3_235b_instruct,3,0.022454100704458985,0.0164675225693872
gemma_3_27b_it+llama_4_scout_17b_16e_instruct+qwen3_30b_instruct,3,0.025440598789785756,0.018807545684679846
gemma_3_27b_it+llama_4_scout_17b_16e_instruct+qwen3_4b_instruct,3,0.027252933066981743,0.021334520138243964
gemma_3_27b_it+qwen3_235b_instruct+qwen3_30b_instruct,3,0.022254177058742584,0.016520121719413403
gemma_3_27b_it+qwen3_235b_instruct+qwen3_4b_instruct,3,0.021255517280162197,0.01644070613366366
gemma_3_27b_it+qwen3_30b_instruct+qwen3_4b_instruct,3,0.023848174931720128,0.017439284638863434
gemma_3_4b_it+gpt_120b_oss+gpt_5,3,0.004389000651636507,0.005462499598927465
gemma_3_4b_it+gpt_120b_oss+llama_4_maverick_17b_128e_instruct,3,0.015167008254729886,0.007917077563560427
gemma_3_4b_it+gpt_120b_oss+llama_4_scout_17b_16e_instruct,3,0.012668510159850824,0.005256069437325838
gemma_3_4b_it+gpt_120b_oss+qwen3_235b_instruct,3,0.011317339677019688,0.0072045950436354506
gemma_3_4b_it+gpt_120b_oss+qwen3_30b_instruct,3,0.014689289640644513,0.00607788013232524
gemma_3_4b_it+gpt_120b_oss+qwen3_4b_instruct,3,0.015278598756726904,0.006428369643923427
gemma_3_4b_it+gpt_5+llama_4_maverick_17b_128e_instruct,3,0.002822345849448864,0.003654285021699564
gemma_3_4b_it+gpt_5+llama_4_scout_17b_16e_instruct,3,-0.00028353649257731393,0.001079074679145601
gemma_3_4b_it+gpt_5+qwen3_235b_instruct,3,0.0024382121722238376,0.0038689674338334107
gemma_3_4b_it+gpt_5+qwen3_30b_instruct,3,0.002686834128204642,0.0025637180460872625
gemma_3_4b_it+gpt_5+qwen3_4b_instruct,3,0.0016230598444980464,0.0030070596723529974
gemma_3_4b_it+llama_4_maverick_17b_128e_instruct+llama_4_scout_17b_16e_instruct,3,0.012864786069333077,0.007219459480872907
gemma_3_4b_it+llama_4_maverick_17b_128e_instruct+qwen3_235b_instruct,3,0.01043819602310891,0.0065642918784158295
gemma_3_4b_it+llama_4_maverick_17b_128e_instruct+qwen3_30b_instruct,3,0.016150314038857392,0.009379951396523294
gemma_3_4b_it+llama_4_maverick_17b_128e_instruct+qwen3_4b_instruct,3,0.018815468726422584,0.01225811733320417
gemma_3_4b_it+llama_4_scout_17b_16e_instruct+qwen3_235b_instruct,3,0.009108810236292595,0.005410021408434269
gemma_3_4b_it+llama_4_scout_17b_16e_instruct+qwen3_30b_instruct,3,0.01535844402529524,0.008195146657814872
gemma_3_4b_it+llama_4_scout_17b_16e_instruct+qwen3_4b_instruct,3,0.0179573236358035,0.010838231041417241
gemma_3_4b_it+qwen3_235b_instruct+qwen3_30b_instruct,3,0.011946570238901274,0.007395386066574274
gemma_3_4b_it+qwen3_235b_instruct+qwen3_4b_instruct,3,0.011033963535394946,0.00709064616298713
gemma_3_4b_it+qwen3_30b_instruct+qwen3_4b_instruct,3,0.016121491043321154,0.007863545388044532
gpt_120b_oss+gpt_5+llama_4_maverick_17b_128e_instruct,3,0.022827073020305504,0.020101152953569106
gpt_120b_oss+gpt_5+llama_4_scout_17b_16e_instruct,3,0.01810246742857101,0.017082360188749104
gpt_120b_oss+gpt_5+qwen3_235b_instruct,3,0.02149090986006856,0.01884055830075442
gpt_120b_oss+gpt_5+qwen3_30b_instruct,3,0.019881798275846494,0.017870591131367217
gpt_120b_oss+gpt_5+qwen3_4b_instruct,3,0.019262358771055442,0.019751883300563277
gpt_120b_oss+llama_4_maverick_17b_128e_instruct+llama_4_scout_17b_16e_instruct,3,0.021885749715083228,0.015205923014168862
gpt_120b_oss+llama_4_maverick_17b_128e_instruct+qwen3_235b_instruct,3,0.025228857633766033,0.018943709410505785
gpt_120b_oss+llama_4_maverick_17b_128e_instruct+qwen3_30b_instruct,3,0.024415911851995223,0.017505772424112383
gpt_120b_oss+llama_4_maverick_17b_128e_instruct+qwen3_4b_instruct,3,0.025535235826848558,0.019799551025254568
gpt_120b_oss+llama_4_scout_17b_16e_instruct+qwen3_235b_instruct,3,0.02267195195848522,0.017338219053800893
